GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/Ha0Tang/SelectionGAN.git,N,293,359,7773,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,Functions mentioned but not well documented,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/Ha0Tang/SelectionGAN/issues/7 and https://github.com/Ha0Tang/SelectionGAN/issues/6",https://github.com/Ha0Tang/SelectionGAN/blob/master/selectiongan_v1/LICENSE.md and https://github.com/Ha0Tang/SelectionGAN/blob/master/selectiongan_v2/LICENSE.md are provided.,There are files related to testing but its everywhere,66.24382989997204,0,0,0,0,0,0,438,9,5,0,0,54,3,2,0,6,31,32,0,0,437,0,107,0
https://github.com/hanxiao/bert-as-service.git,Y,7717,1633,2849,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/hanxiao/bert-as-service/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well-maintained README and documentation in https://github.com/hanxiao/bert-as-service/tree/master/docs,Checking https://github.com/hanxiao/bert-as-service/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/hanxiao/bert-as-service/issues/566",https://github.com/hanxiao/bert-as-service/blob/master/LICENSE is provided,There is no evidence of any testing done on the project.,94.25337949748835,0,0,0,0,0,0,73,0,0,0,0,4,0,0,0,0,1,35,4,0,111,2,11,0
https://github.com/hasanirtiza/Pedestron.git,Y,146,670,45032,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/hasanirtiza/Pedestron/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well-maintained README,Checking https://github.com/hasanirtiza/Pedestron/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/hasanirtiza/Pedestron/issues/51",https://github.com/hasanirtiza/Pedestron/blob/master/LICENSE is provided,There are few files related to testing.,74.46757845499793,0,0,0,0,0,0,1278,24,21,11,0,191,38,0,0,5,89,402,13,0,880,28,188,0
https://github.com/hastagAB/Awesome-Python-Scripts.git,N,185,220,5579,The source code of the project exists as ad-hoc scripts.,https://github.com/hastagAB/Awesome-Python-Scripts/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README,Checking https://github.com/hastagAB/Awesome-Python-Scripts/pulse/monthly there has been 2 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/hastagAB/Awesome-Python-Scripts/issues/53",https://github.com/hastagAB/Awesome-Python-Scripts/blob/master/LICENSE.txt is provided,There is no evidence of any testing done on the project.,82.89484421275962,0,0,0,0,0,0,185,3,10,0,2,35,36,1,0,0,3,36,1,2,216,3,19,1
https://github.com/HazyResearch/fonduer.git,Y,268,1279,12101,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/HazyResearch/fonduer/graphs/contributors shows that there are multiple contributors,The project uses CI but not sure what is it,There is a well-maintained documentation,Evidence of sustained commit activity however quite unstable,"The project maintainers respond to issues, as evidenced by https://github.com/HazyResearch/fonduer/issues/413 and https://github.com/HazyResearch/fonduer/issues/435",https://github.com/HazyResearch/fonduer/blob/master/LICENSE is provided.,There are many files related to testing.,73.91012411773556,0,0,0,0,0,0,343,0,2,5,14,98,13,2,0,1,15,198,5,1,324,2,77,0
https://github.com/henrysky/astroNN.git,Y,100,1704,9253,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README and documentation in https://github.com/henrysky/astroNN/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/henrysky/astroNN/issues/6",https://github.com/henrysky/astroNN/blob/master/LICENSE is provided,There are many files related to testing.,99.97727286687427,0,0,0,0,0,0,524,0,5,0,0,51,3,2,0,4,56,38,0,0,321,5,20,0
https://github.com/heronsystems/adeptRL.git,Y,112,250,7745,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/heronsystems/adeptRL/graphs/contributors that there are multiple contributors.,CI is not used on the project.,There is a well-maintained README and documentation in https://github.com/heronsystems/adeptRL/tree/master/adept and https://github.com/heronsystems/adeptRL/tree/master/docs,Checking https://github.com/heronsystems/adeptRL/pulse/monthly there has been 4 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/heronsystems/adeptRL/issues/88",https://github.com/heronsystems/adeptRL/blob/master/LICENSE is provided,There are many files related to testing.,97.46307175486068,0,0,0,0,0,0,289,0,10,5,0,17,2,0,0,10,25,87,43,0,199,0,62,1
https://github.com/home-assistant/core.git,Y,33741,27725,661808,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/home-assistant/core/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README,Checking https://github.com/home-assistant/core/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/home-assistant/core/issues/37681",https://github.com/home-assistant/core/blob/dev/LICENSE.md is provided,There are many files related to testing.,99.98441020780088,0,0,0,0,0,0,8171,25,19,53,8,408,320,21,7,393,982,2667,1160,328,20492,160,1437,28
https://github.com/hrpan/tetris_mcts.git,N,292,398,5273,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained README,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/hrpan/tetris_mcts/issues/3","There is no license to be found, either in the form of a license file or written as comments in the source code files.",There is no evidence of any testing done on the project.,82.78225489284719,0,0,0,0,0,0,290,3,2,0,0,41,1,1,1,6,20,59,1,0,225,8,20,0
https://github.com/huggingface/transformers.git,Y,29441,4340,187263,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/huggingface/transformers/graphs/contributors,"The project uses CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",The project shows frequent and consistent commits throughout the past years: https://github.com/huggingface/transformers/graphs/commit-activity,More closed issues than open. Project authors respond to issues: https://github.com/huggingface/transformers/issues,https://github.com/huggingface/transformers/blob/master/LICENSE,There are many files related to testing.,99.2064092193316,0,0,0,0,0,0,34289,82,158,103,2,1485,1789,23,33,158,2706,4897,1178,158,29567,93,3393,12
https://github.com/HumanCompatibleAI/adversarial-policies.git,Y,116,465,8402,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/HumanCompatibleAI/adversarial-policies/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,Some of the functions are documented,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/HumanCompatibleAI/adversarial-policies/issues/50 and https://github.com/HumanCompatibleAI/adversarial-policies/issues/17 but not much issues to begin with",https://github.com/HumanCompatibleAI/adversarial-policies/blob/master/LICENSE is provided.,There are files related to testing.,94.50561946378969,0,0,0,0,0,0,406,0,3,6,0,13,9,0,0,3,20,88,23,0,137,2,85,0
